ИМЕЮЩИЕ <= 10% ПРОГРЕССА
(Не имеющие возможности закрытся в течениии дня без 'читерства')


ВСЕГО: 1526 

     ID  Username  Progress
3051056   User_83       9.0
1425285  User_386       9.0
3050707  User_215       9.0
3050120  User_432       9.0
3050152  User_978       9.0
3050993  User_680       9.0
3051002  User_677       9.0
3050127 User_1407       9.0
3050434 User_1293       9.0
3050946  User_129       9.0
3050061  User_459       9.0
3051189  User_590       9.0
3050331 User_1327       9.0
3050566  User_808       9.0
3196767 User_1105       9.0
3050406  User_323       9.0
3051052  User_659       9.0
3050998  User_109       9.0
3050884  User_155       9.0
3035474  User_946       9.0
3049983  User_492       9.0
3050059 User_1006       9.0
3050016  User_477       9.0
3022962 User_1214       9.0
3051046  User_661       8.0
3023013  User_858       8.0
3051059   User_82       8.0
3050108  User_440       8.0
2700733  User_760       8.0
3050095 User_1422       8.0
3050064  User_458       8.0
3022931 User_1454       8.0
3049996 User_1456       8.0
3050171 User_1389       8.0
3050128  User_427       7.0
3199808  User_269       7.0
3050121 User_1409       7.0
3050157  User_420       7.0
3218678  User_945       7.0
3050653  User_227       7.0
3050381  User_333       7.0
3050961  User_122       7.0
3050803 User_1182       7.0
3194256  User_104       7.0
3049696 User_1566       6.0
3051197  User_585       6.0
1537155  User_262       6.0
3050183  User_963       6.0
3050547  User_271       6.0
3051193  User_588       6.0
3050150 User_1396       6.0
3049740 User_1549       6.0
3050253  User_388       6.0
3050337 User_1325       6.0
3049954  User_497       6.0
3050266  User_925       6.0
2701907  User_744       6.0
3023041  User_617       6.0
3050229  User_397       6.0
2850106   User_46       6.0
3022971 User_1140       6.0
3051079  User_647       6.0
3049658 User_1613       6.0
3050215  User_948       6.0
3049998 User_1032       6.0
3050723 User_1205       6.0
3050426  User_314       6.0
3051106  User_630       6.0
3051108  User_629       6.0
3049801  User_549       6.0
3340452 User_1625       6.0
3050163  User_417       6.0
3050371  User_883       6.0
3051005  User_676       6.0
3049716 User_1146       6.0
3050451 User_1289       6.0
3051123   User_57       6.0
3222870  User_337       5.0
3049811 User_1099       5.0
3002453  User_664       5.0
3051028   User_97       5.0
3050081  User_999       5.0
3023083  User_278       5.0
3050006 User_1451       5.0
3051171  User_599       5.0
3023032  User_716       5.0
3050724  User_210       5.0
3050720  User_211       5.0
3049847  User_532       5.0
3050336  User_898       5.0
3050478  User_842       5.0
3051154   User_37       5.0
3050763 User_1196       5.0
3049964 User_1046       5.0
3050185  User_411       5.0
3049732 User_1135       5.0
3023071  User_373       5.0
3023085  User_270       5.0
3051199  User_583       5.0
3050092 User_1423       4.0
3050861  User_162       4.0
3101516 User_1382       4.0
3050778  User_750       4.0
3050762  User_202       4.0
3050517  User_284       4.0
3050943  User_130       4.0
3029819  User_494       4.0
3050864 User_1170       4.0
3050548  User_814       4.0
1617872  User_447       4.0
3022956 User_1250       4.0
3051201  User_582       4.0
3049750 User_1126       4.0
3050290  User_370       4.0
2701224  User_487       4.0
3051116  User_624       4.0
3050543 User_1263       4.0
3050268 User_1353       4.0
3049813  User_543       4.0
3050719 User_1206       4.0
1574028 User_1628       4.0
3050158  User_975       3.0
3049882  User_518       3.0
3050579 User_1253       3.0
3049767 User_1538       3.0
2793432  User_856       3.0
1535129 User_1052       3.0
3023117   User_17       3.0
3050542  User_816       3.0
3049796 User_1104       3.0
3049822 User_1093       3.0
3049870  User_524       2.0
3050708 User_1227       2.0
3050026 User_1443       2.0
3050048 User_1437       2.0
2700451 User_1217       2.0
3050702  User_216       2.0
3049989  User_489       2.0
3050750 User_1218       2.0
3050449  User_310       2.0
 788689  User_542       2.0
3049695 User_1165       2.0
3050247 User_1363       2.0
3023038  User_634       2.0
3022941 User_1393       2.0
3050310 User_1336       2.0
3050284  User_375       2.0
3049741 User_1130       2.0
3050567  User_257       2.0
3050466 User_1284       2.0
2854508 User_1149       2.0
3022968 User_1153       2.0
3050582  User_253       2.0
3049708 User_1154       2.0
3049702 User_1157       2.0
3050593  User_246       2.0
3022966 User_1161       2.0
3050100  User_994       2.0
3050110 User_1415       2.0
3049722 User_1559       2.0
3049682 User_1590       2.0
3023011  User_882       2.0
3049787 User_1532       2.0
3051117   User_60       2.0
3050479  User_841       2.0
3022913 User_1572       2.0
3050351  User_890       2.0
3022909 User_1589       2.0
3349051 User_1624       2.0
3051022  User_100       2.0
3050321  User_903       2.0
3051012  User_105       1.0
3023084  User_592       1.0
3049709 User_1563       1.0
3023054  User_521       1.0
3050489 User_1277       1.0
3023035  User_658       1.0
3050761  User_756       1.0
3073922  User_824       1.0
3199929 User_1576       1.0
3023034  User_666       1.0
3049884 User_1071       1.0
3050250  User_389       1.0
3051113   User_61       1.0
3050196 User_1378       1.0
3023017  User_847       1.0
3212660  User_534       1.0
3023076  User_324       1.0
3050115  User_988       1.0
3050902  User_714       1.0
3049655 User_1619       1.0
3049726 User_1557       1.0
3050815  User_184       1.0
3049222 User_1208       1.0
3050873  User_726       1.0
3051126  User_621       1.0
3050800  User_191       1.0
1466975  User_774       1.0
3023101  User_175       1.0
3023088  User_265       1.0
3050928  User_136       1.0
1904189  User_869       1.0
3023003  User_910       0.0
3049714 User_1147       0.0
3046879 User_1150       0.0
2700497 User_1138       0.0
3049712 User_1151       0.0
3050297  User_912       0.0
3050531 User_1139       0.0
3050300  User_911       0.0
3050291  User_914       0.0
3049719 User_1145       0.0
3049723 User_1144       0.0
2828321 User_1141       0.0
2700493 User_1142       0.0
3022970 User_1143       0.0
3050294  User_913       0.0
3049727 User_1137       0.0
3050104  User_993       0.0
3049729 User_1136       0.0
3022977 User_1123       0.0
3049786 User_1108       0.0
3049783 User_1109       0.0
3049780 User_1110       0.0
2700514 User_1111       0.0
3049775 User_1112       0.0
3049772 User_1113       0.0
 693133 User_1115       0.0
3050270  User_924       0.0
3049769 User_1116       0.0
3049766 User_1117       0.0
2736459 User_1119       0.0
3049763 User_1120       0.0
3049760 User_1121       0.0
3049757 User_1122       0.0
3049756 User_1124       0.0
3050288  User_915       0.0
3050273  User_923       0.0
3049753 User_1125       0.0
3050276  User_922       0.0
3001026  User_921       0.0
3049744 User_1128       0.0
3050282  User_920       0.0
2722869  User_918       0.0
3022975 User_1129       0.0
3080239  User_917       0.0
3050285  User_916       0.0
3049737 User_1131       0.0
2733272 User_1132       0.0
3022897 User_1133       0.0
3022972 User_1134       0.0
2700615  User_919       0.0
3050318  User_905       0.0
3050306  User_909       0.0
3050792 User_1185       0.0
3050776 User_1191       0.0
3050361  User_886       0.0
2700467 User_1190       0.0
1380329 User_1189       0.0
3050784 User_1187       0.0
3050788 User_1186       0.0
3023007  User_888       0.0
3050816 User_1179       0.0
3050794 User_1184       0.0
3050798 User_1183       0.0
3050354  User_889       0.0
3023006  User_891       0.0
3050344  User_892       0.0
3050808 User_1181       0.0
3050770 User_1192       0.0
3045809 User_1193       0.0
3050766 User_1194       0.0
3079958 User_1195       0.0
3050364  User_885       0.0
3050758 User_1197       0.0
3050367  User_884       0.0
3050754 User_1198       0.0
3050380  User_881       0.0
3050746 User_1199       0.0
3050741 User_1200       0.0
1514889 User_1201       0.0
3050737 User_1202       0.0
2681031  User_880       0.0
3092857  User_879       0.0
1593147  User_878       0.0
3050383  User_877       0.0
1522906 User_1180       0.0
3050820 User_1178       0.0
3050309  User_908       0.0
3049793 User_1106       0.0
3050327  User_901       0.0
3050324  User_902       0.0
1733960 User_1164       0.0
2768192 User_1163       0.0
3049697 User_1162       0.0
1968197  User_904       0.0
3049700 User_1160       0.0
3050824 User_1177       0.0
2700481 User_1159       0.0
2700482 User_1158       0.0
3050315  User_906       0.0
3022967 User_1156       0.0
3023004  User_907       0.0
3049706 User_1155       0.0
3049693 User_1166       0.0
3022965 User_1167       0.0
3050330  User_900       0.0
3050333  User_899       0.0
3049691 User_1168       0.0
1882763 User_1169       0.0
1373114  User_897       0.0
3050859 User_1171       0.0
3050856 User_1172       0.0
3050339  User_896       0.0
3050851 User_1173       0.0
3050341  User_895       0.0
3050836 User_1174       0.0
3023005  User_894       0.0
1523450  User_893       0.0
3050833 User_1175       0.0
3050829 User_1176       0.0
3049790 User_1107       0.0
3050242  User_934       0.0
3050260  User_927       0.0
3050257  User_928       0.0
2744680 User_1041       0.0
2700552 User_1039       0.0
1534284 User_1038       0.0
3049982 User_1037       0.0
3050149  User_979       0.0
3049985 User_1036       0.0
3049988 User_1035       0.0
 460763 User_1034       0.0
3050143  User_980       0.0
3049991 User_1033       0.0
3050139  User_981       0.0
3050005 User_1031       0.0
3050008 User_1029       0.0
3050011 User_1028       0.0
3050135  User_982       0.0
3022984 User_1042       0.0
3049973 User_1043       0.0
3049970 User_1044       0.0
3050271 User_1051       0.0
3049940 User_1054       0.0
3049943 User_1053       0.0
3050177  User_969       0.0
3050733 User_1203       0.0
3050170  User_971       0.0
3050164  User_972       0.0
3049946 User_1050       0.0
3049967 User_1045       0.0
3049949 User_1049       0.0
3049956 User_1048       0.0
3050161  User_973       0.0
3227723  User_974       0.0
3049961 User_1047       0.0
3050155  User_976       0.0
3050132  User_983       0.0
2700560 User_1025       0.0
3050021 User_1024       0.0
3050065 User_1004       0.0
3235148 User_1010       0.0
3022990 User_1009       0.0
2700564 User_1008       0.0
3050056 User_1007       0.0
3050109  User_991       0.0
2683936 User_1005       0.0
2736546 User_1003       0.0
3050049 User_1012       0.0
3050068 User_1002       0.0
3050070 User_1001       0.0
3050073 User_1000       0.0
3050106  User_992       0.0
3050088  User_998       0.0
3050091  User_997       0.0
3050052 User_1011       0.0
3050047 User_1013       0.0
3050129  User_984       0.0
3050122  User_986       0.0
3050126  User_985       0.0
3050025 User_1023       0.0
3050028 User_1022       0.0
3022987 User_1021       0.0
3050031 User_1020       0.0
3050035 User_1019       0.0
1000696 User_1018       0.0
3050044 User_1014       0.0
3050119  User_987       0.0
3050038 User_1017       0.0
3050112  User_989       0.0
3050040 User_1016       0.0
2700575  User_990       0.0
3022989 User_1015       0.0
3226056  User_968       0.0
1522909  User_967       0.0
3050180  User_966       0.0
3050221  User_942       0.0
3129261  User_940       0.0
3049827 User_1092       0.0
1683974 User_1090       0.0
3049836 User_1089       0.0
3050224  User_941       0.0
2778337 User_1088       0.0
3049841 User_1087       0.0
2991721  User_938       0.0
3051107 User_1086       0.0
3050218  User_943       0.0
3049844 User_1085       0.0
1579458 User_1084       0.0
3049849 User_1083       0.0
 291926 User_1082       0.0
3050227  User_939       0.0
3050230  User_937       0.0
3049853 User_1080       0.0
3049808 User_1100       0.0
3050254  User_929       0.0
3049799 User_1103       0.0
3049802 User_1102       0.0
3050248  User_932       0.0
3050245  User_933       0.0
3049805 User_1101       0.0
3050097  User_995       0.0
3049820 User_1094       0.0
3050239  User_935       0.0
3049814 User_1098       0.0
2484423 User_1097       0.0
3050233  User_936       0.0
2177307 User_1096       0.0
3049817 User_1095       0.0
3022982 User_1081       0.0
3049859 User_1079       0.0
2700591  User_965       0.0
3049913 User_1062       0.0
3049901 User_1064       0.0
3050192  User_958       0.0
1485366  User_959       0.0
3050189  User_960       0.0
3022996  User_961       0.0
3049905 User_1063       0.0
3049916 User_1061       0.0
3022998  User_954       0.0
3049919 User_1060       0.0
3050186  User_962       0.0
3049922 User_1059       0.0
3049931 User_1057       0.0
2736402 User_1056       0.0
3049934 User_1055       0.0
3050198  User_956       0.0
3050206  User_952       0.0
2736406  User_944       0.0
1242781  User_947       0.0
3049862 User_1078       0.0
3049868 User_1076       0.0
3049871 User_1075       0.0
3049874 User_1074       0.0
3049877 User_1073       0.0
3049880 User_1072       0.0
3049887 User_1070       0.0
3049898 User_1065       0.0
3049890 User_1069       0.0
3049892 User_1067       0.0
3021687  User_949       0.0
3050212  User_950       0.0
3049895 User_1066       0.0
3050209  User_951       0.0
  62349    User_0       0.0
3050559 User_1257       0.0
3050729 User_1204       0.0
2918071 User_1207       0.0
3022925 User_1494       0.0
3049896 User_1493       0.0
3049899 User_1492       0.0
3049902 User_1491       0.0
3049904 User_1490       0.0
3049909 User_1489       0.0
3022926 User_1488       0.0
3049912 User_1487       0.0
3049918 User_1485       0.0
3049921 User_1484       0.0
3049924 User_1483       0.0
3049930 User_1482       0.0
3049932 User_1481       0.0
3049936 User_1480       0.0
3230824 User_1479       0.0
3049939 User_1478       0.0
2700288 User_1477       0.0
3049942 User_1475       0.0
3049945 User_1474       0.0
3022924 User_1496       0.0
3049886 User_1497       0.0
 482846 User_1499       0.0
3049854 User_1512       0.0
3049821 User_1520       0.0
3049834 User_1519       0.0
3049837 User_1518       0.0
3049840 User_1517       0.0
3022922 User_1516       0.0
3049843 User_1515       0.0
3049846 User_1514       0.0
3049851 User_1513       0.0
1268719 User_1510       0.0
3100851 User_1500       0.0
3049860 User_1509       0.0
3049863 User_1508       0.0
3049869 User_1507       0.0
2700268 User_1506       0.0
3049872 User_1504       0.0
3049875 User_1503       0.0
3022923 User_1502       0.0
3049878 User_1501       0.0
3049948 User_1473       0.0
3049951 User_1472       0.0
3049955 User_1471       0.0
3050057 User_1434       0.0
3050023 User_1444       0.0
3050029 User_1442       0.0
3050033 User_1441       0.0
3050036 User_1440       0.0
3050041 User_1439       0.0
1549071 User_1438       0.0
3050054 User_1436       0.0
2846903 User_1435       0.0
3050060 User_1433       0.0
3050019 User_1446       0.0
3050063 User_1432       0.0
3050066 User_1431       0.0
3022935 User_1430       0.0
3050069 User_1429       0.0
3050072 User_1428       0.0
3050080 User_1427       0.0
3050083 User_1426       0.0
3050087 User_1425       0.0
1523371 User_1445       0.0
3022933 User_1447       0.0
3022928 User_1470       0.0
3022930 User_1461       0.0
3049960 User_1469       0.0
3049963 User_1468       0.0
3049966 User_1467       0.0
3049969 User_1466       0.0
3022929 User_1465       0.0
3049975 User_1464       0.0
3049978 User_1463       0.0
3049981 User_1462       0.0
3001609 User_1460       0.0
1522764 User_1448       0.0
3049984 User_1459       0.0
 967471 User_1458       0.0
3049990 User_1457       0.0
3049999 User_1455       0.0
3050002 User_1453       0.0
3050004 User_1452       0.0
3050009 User_1450       0.0
3050012 User_1449       0.0
3049818 User_1521       0.0
3049815 User_1522       0.0
3049812 User_1523       0.0
2629673 User_1591       0.0
3049674 User_1599       0.0
3049676 User_1598       0.0
2700202 User_1597       0.0
3050438 User_1596       0.0
3049678 User_1595       0.0
2700208 User_1594       0.0
3049680 User_1593       0.0
2700210 User_1592       0.0
3049055 User_1588       0.0
3049672 User_1601       0.0
2700214 User_1587       0.0
3049683 User_1586       0.0
3049684 User_1585       0.0
2736405 User_1584       0.0
1136116 User_1583       0.0
3022910 User_1582       0.0
3022911 User_1581       0.0
3049685 User_1580       0.0
2870062 User_1600       0.0
3049669 User_1602       0.0
3049686 User_1578       0.0
2700191 User_1616       0.0
3344294 User_1627       0.0
3342264 User_1626       0.0
1424165 User_1623       0.0
3050402 User_1622       0.0
2120751 User_1621       0.0
3054104 User_1620       0.0
3049656 User_1618       0.0
3049657 User_1617       0.0
3022906 User_1615       0.0
3049668 User_1603       0.0
3022902 User_1614       0.0
3235246 User_1611       0.0
3049662 User_1609       0.0
3049663 User_1608       0.0
3022907 User_1607       0.0
3049665 User_1606       0.0
3049666 User_1605       0.0
3049667 User_1604       0.0
  78271 User_1579       0.0
2055638 User_1577       0.0
3049809 User_1524       0.0
3049779 User_1535       0.0
3049752 User_1544       0.0
2875460 User_1543       0.0
3049755 User_1542       0.0
3049759 User_1541       0.0
3049761 User_1540       0.0
3049764 User_1539       0.0
3022921 User_1537       0.0
3049776 User_1536       0.0
1523056 User_1534       0.0
3049746 User_1546       0.0
3049782 User_1533       0.0
3049791 User_1531       0.0
3049794 User_1530       0.0
2991440 User_1529       0.0
3049797 User_1528       0.0
3049800 User_1527       0.0
3049803 User_1526       0.0
3049806 User_1525       0.0
3049749 User_1545       0.0
3022920 User_1547       0.0
3049687 User_1575       0.0
3049713 User_1562       0.0
3049688 User_1574       0.0
3022912 User_1573       0.0
3049689 User_1571       0.0
1403285 User_1570       0.0
